Cluster ID	Cluster name	Supercluster	Class auto-annotation	Neurotransmitter auto-annotation	Neuropeptide auto-annotation	Subtype auto-annotation	Transferred MTG Label	Top three regions	Top three dissections	Top Enriched Genes	Number of cells	DoubletFinder score	Total UMI	Fraction unspliced	Fraction mitochondrial	H19.30.002	H19.30.001	H18.30.002	H18.30.001	Fraction cells from top donor	Number of donors
165	Misc_165	Miscellaneous	NEUR	VGLUT1 VGLUT2	ADCYAP CART CBLN CCK CHGA CHGB CORT IGF NAMPT NUCB NXPH PDYN SCG UBL VGF proSAAS		N/A	Cerebral cortex: 92.1%, Hippocampus: 5.0%, Amygdala: 2.8%	Human MEC: 72.0%, Human LEC: 18.2%, Human Sub: 5.0%	LINC02752, BARX2, IFNG-AS1, DSC3, AC116345.1, SNHG31, AC104689.2, AC006974.2, TMEM45B, AC072062.1	2064	0.021424419	49798.68169	0.784635159	0.001632678	489	626	949	0	0.459786822	3
166	Misc_166	Miscellaneous	NEUR	VGLUT1 VGLUT2	ADCYAP AVP CBLN CCK CHGA CHGB CORT NAMPT NUCB PDYN SCG UBL VGF proSAAS		N/A	Cerebral cortex: 79.4%, Hippocampus: 16.1%, Amygdala: 3.1%	Human MEC: 71.3%, Human Sub: 14.9%, Human LEC: 7.8%	LINC02752, IFNG-AS1, SNHG31, LINC01297, BARX2, AC072062.1, AC104689.2, TMEM45B, AC116345.1, AL589693.1	944	0.027923729	55764.14089	0.774902026	0.001918512	192	220	532	0	0.563559322	3
167	Misc_167	Miscellaneous	NEUR	VGLUT1	ADCYAP CBLN CCK CHGA CHGB GRP NAMPT NUCB SCG UBL VGF proSAAS		N/A	Hippocampus: 76.8%, Cerebral cortex: 14.3%, Midbrain: 8.2%	Human Sub: 29.3%, Human CA1U-CA2U-CA3U: 25.4%, Human CA1-2R: 15.9%	LINC01524, ANO2, AL109930.1, FRMD6-AS2, AL391097.3, AL031674.1, TRPC6, RASSF9, AL391097.1, SEMA3D	1973	0.020715066	15704.30157	0.688506343	0.00569108	1044	556	373	0	0.529143436	3
168	Misc_168	Miscellaneous	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		N/A	Cerebral cortex: 92.4%, Hippocampus: 7.6%, Amygdala: 0.0%	Human TH-TL: 56.3%, Human MEC: 34.4%, Human Sub: 4.4%	GRB14, DUXAP9, SCHLAP1, MET, TWIST2, LINC01297, LINC01524, DUXAP10, FER1L6-AS2, DCN	631	0.02473851	36330.78288	0.729089919	0.005942227	225	52	354	0	0.561014263	3
169	CA13_169	Hippocampal CA1-3	NEUR	VGLUT1	CBLN CCK CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		N/A	Hippocampus: 98.4%, Cerebral cortex: 1.1%, Amygdala: 0.2%	Human CA1U-CA2U-CA3U: 27.5%, Human CA1-2R: 23.6%, Human Sub: 21.0%	LINC02752, DUXAP9, TNFRSF4, ITGA4, DUXAP10, FBLN2, AL136985.3, SMIM36, RFX6, AJ009632.2	1582	0.046483109	37409.14286	0.723981893	0.002203888	511	579	481	11	0.365992415	4
170	Misc_170	Miscellaneous	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGB NAMPT NUCB PDYN SCG UBL VGF proSAAS		N/A	Hippocampus: 68.6%, Hypothalamus: 21.7%, Cerebral cortex: 6.4%	Human CA1: 57.7%, Human HTHtub: 21.5%, Human CA1U-CA2U-CA3U: 9.3%	LINC02752, POSTN, DCN, ITPRID1, LINC02309, LINC02316, AC124290.1, GRB14, IFNG-AS1, MAFA	503	0.042209996	37049.56859	0.766679047	0.004067728	55	24	424	0	0.842942346	3
171	Amex_171	Amygdala excitatory	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NTS NUCB PDYN PTHLH SCG UBL UCN VGF proSAAS		N/A	Hippocampus: 93.7%, Amygdala: 5.7%, Cerebral cortex: 0.3%	Human CA1: 86.7%, Human Sub: 6.9%, Human CMN: 5.7%	SERPINB13, TGFBI, AOX1, AC116345.1, ABCA12, LINC01886, AC082650.2, AOX3P, AC068305.2, CRHR2	332	0.031295181	46604.44277	0.73110564	0.002976397	1	0	331	0	0.996987952	2
172	Amex_172	Amygdala excitatory	NEUR	VGLUT1 VGLUT2	ADCYAP AVP CART CBLN CCK CHGA CHGB NAMPT NUCB PTHLH SCG UBL VGF proSAAS		N/A	Cerebral cortex: 90.6%, Hippocampus: 8.8%, Amygdala: 0.6%	Human MEC: 81.6%, Human Sub: 8.8%, Human LEC: 8.6%	TGFBI, AC116345.1, AL391117.1, S100Z, AOX1, CRHR2, LINC01886, FBXL21P, AC092162.2, PLEKHG4B	8592	0.018808194	42445.39397	0.752908622	0.001200245	2024	2114	4438	16	0.516527002	4
173	Amex_173	Amygdala excitatory	NEUR	VGLUT1 VGLUT2	ADCYAP CART CBLN CCK CHGA CHGB IGF NAMPT NUCB PDYN PYY SCG UBL UCN VGF proSAAS		N/A	Hippocampus: 55.8%, Amygdala: 36.5%, Cerebral cortex: 7.7%	Human Sub: 55.8%, Human BM: 30.5%, Human CMN: 4.7%	AC116345.1, AC016766.1, MCOLN2, AC018742.1, S100Z, WDR63, LINC00578, LINC02296, ALKAL2, LINC02015	233	0.057896996	61660.91416	0.765373186	0.002423981	12	12	209	0	0.896995708	3
174	Amex_174	Amygdala excitatory	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CCK CHGA CHGB GRP NAMPT NUCB SCG UBL UCN VGF proSAAS		N/A	Cerebral cortex: 84.3%, Amygdala: 10.2%, Hippocampus: 5.2%	Human LEC: 47.8%, Human Pir: 27.5%, Human Sub: 5.2%	AC116345.1, P2RX2, AL031073.2, MS4A8, TMEM108-AS1, AL136441.1, AL136985.3, LINC02248, CARM1P1, SEMA3D	10364	0.036123056	40209.56609	0.748749577	0.002062677	1639	2940	5779	6	0.557603242	4
175	Amex_175	Amygdala excitatory	NEUR	VGLUT1 VGLUT2	ADCYAP CART CBLN CCK CHGA CHGB GRP NAMPT NTS NUCB PDYN SCG UBL UCN VGF proSAAS		L2/3 IT	Cerebral cortex: 91.3%, Hippocampus: 7.3%, Amygdala: 1.2%	Human MEC: 82.6%, Human LEC: 8.2%, Human Sub: 6.4%	AL035446.2, LINC00383, AC009081.2, AL138694.1, AC116345.1, SMIM36, FBLN2, AC113137.1, AC009878.2, CARM1P1	8112	0.025820615	48088.63881	0.762570536	0.001195634	1596	1810	4702	4	0.579635108	4
176	Misc_176	Miscellaneous	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGA CHGB GRP NAMPT NUCB PDYN PNOC SCG UBL VGF proSAAS		N/A	Hippocampus: 98.8%, Cerebral cortex: 1.0%, Thalamus: 0.2%	Human CA1U-CA2U-CA3U: 90.1%, Human CA1-2R: 4.3%, Human CA1: 2.7%	AC008662.1, AC097528.1, LINC01524, TMC1, AL391097.3, AC091096.1, AL391097.1, COBLL1, ABCA12, LINC02143	414	0.04178744	24635.54106	0.68698663	0.005762883	199	186	29	0	0.480676329	3
177	Misc_177	Miscellaneous	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGA CHGB NAMPT NUCB PDYN SCG UBL VGF proSAAS		N/A	Hippocampus: 68.2%, Midbrain: 20.5%, Cerebral cortex: 10.8%	Human Sub: 39.5%, Human CA1-2R: 23.8%, Human SC: 20.4%	AC008662.1, AC097528.1, LINC01339, COBLL1, AC018680.1, VIPR2, AC091096.1, LINC01524, LINC02143, AL109930.1	3941	0.016857046	18747.95433	0.680331599	0.007361221	1767	1233	941	0	0.44836336	3
178	Misc_178	Miscellaneous	NEUR	VGLUT1 VGLUT2	CCK CHGA CHGB NAMPT NUCB NXPH PDYN SCG UBL proSAAS		N/A	Hippocampus: 43.8%, Midbrain: 29.4%, Cerebral cortex: 26.8%	Human Sub: 37.9%, Human SC: 29.4%, Human TH-TL: 21.6%	AC008662.1, AC091096.1, AP003066.1, AL391117.1, COBLL1, AC099517.1, AC097528.1, LINC02143, AC008415.1, AC004052.1	691	0.037893515	18018.1013	0.747487659	0.003168927	378	296	17	0	0.547033285	3
179	CA13_179	Hippocampal CA1-3	NEUR	VGLUT1	CBLN CHGA CHGB NAMPT NUCB UBL proSAAS		N/A	Hippocampus: 97.2%, Cerebral cortex: 2.8%, Amygdala: 0.0%	Human CA1C-CA3C: 40.8%, Human CA4C-DGC: 19.4%, Human Sub: 16.8%	AP001636.3, FNDC1, AC004160.1, CTXND1, FIBCD1, AC117386.2, AL356417.2, CASC6, COL5A2, BX255923.2	8293	0.020061468	16062.45882	0.681891049	0.005299281	3859	2815	1398	221	0.465332208	4
180	CA13_180	Hippocampal CA1-3	NEUR	VGLUT1	CART CBLN CHGA CHGB CORT NAMPT NUCB NXPH SCG UBL UCN VGF proSAAS		N/A	Hippocampus: 99.6%, Cerebral cortex: 0.4%, Amygdala: 0.0%	Human CA1C-CA3C: 79.0%, Human CA4C-DGC: 17.2%, Human CA1R-CA2R-CA3R: 2.0%	AP001636.3, FNDC1, RUFY4, FIBCD1, CTXND1, BHLHE22, AC004160.1, GLYATL1, PTTG1, CABP7	14007	0.036622258	39961.42072	0.669274144	0.002956368	4602	2567	6838	0	0.488184479	3
181	CA13_181	Hippocampal CA1-3	NEUR	VGLUT1	CART CBLN CHGA CHGB CORT NAMPT NUCB NXPH SCG UBL UCN VGF proSAAS		N/A	Hippocampus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%	Human CA1C-CA3C: 28.2%, Human CA1R-CA2R-CA3R: 25.6%, Human CA1U-CA2U-CA3U: 15.6%	FNDC1, AL356417.2, AP001636.3, CTXND1, FIBCD1, AC117386.2, AC004160.1, AC084114.1, RUFY4, CABP7	6501	0.034367377	45728.98616	0.72233385	0.001438741	2980	1832	1689	0	0.458391017	3
182	CA13_182	Hippocampal CA1-3	NEUR	VGLUT1	CART CBLN CCK CHGA CHGB EDN NAMPT NUCB SCG UBL UCN VGF proSAAS		N/A	Hippocampus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%	Human CA1C-CA3C: 39.5%, Human CA1R-CA2R-CA3R: 28.4%, Human CA2U-CA3U: 13.0%	FNDC1, AL356417.2, AC116345.1, FIBCD1, AC117386.2, CASC6, CTXND1, AC004160.1, ESRRAP2, BX255923.2	7341	0.043532663	46462.16946	0.711384092	0.001458561	2953	2180	2208	0	0.402261272	3
183	CA13_183	Hippocampal CA1-3	NEUR	VGLUT1	CBLN CCK CHGA CHGB EDN NAMPT NUCB SCG UBL UCN VGF proSAAS		N/A	Hippocampus: 99.9%, Amygdala: 0.0%, Cerebral cortex: 0.0%	Human CA2U-CA3U: 27.5%, Human CA1R-CA2R-CA3R: 22.9%, Human CA1: 20.0%	ABCA13, FNDC1, AC116345.1, AL356417.2, CASC6, AC007877.1, AC090816.1, AL583785.1, ESRRAP2, AC004160.1	7853	0.034857	49471.11512	0.761579231	0.00206396	3650	1884	2319	0	0.464790526	3
184	CA13_184	Hippocampal CA1-3	NEUR	VGLUT1	CBLN CCK CHGA CHGB EDN NAMPT NUCB SCG UBL UCN VGF proSAAS		N/A	Hippocampus: 100.0%, Amygdala: 0.0%, Cerebral cortex: 0.0%	Human CA1U-CA2U-CA3U: 45.0%, Human CA1: 12.4%, Human DGU-CA4Upy: 11.3%	ESRRAP2, FNDC1, ABCA13, AL356417.2, AC116345.1, LINC01685, GNA14-AS1, LINC02153, AC007877.1, CASC6	7778	0.043929824	48820.18809	0.734081167	0.001341851	2647	2905	2226	0	0.373489329	3
185	CA13_185	Hippocampal CA1-3	NEUR	VGLUT1	CBLN CCK CHGB NAMPT NTS NUCB SCG UBL VGF proSAAS		N/A	Hippocampus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%	Human CA1C-CA3C: 43.0%, Human Sub: 38.9%, Human CA1-2R: 13.0%	NTS, FNDC1, AC116345.1, LINC02153, AC023781.1, ESRRAP2, GNA14-AS1, AC092661.1, C16orf74, AL356417.2	561	0.023510343	20560.86988	0.664420563	0.002319335	302	178	81	0	0.538324421	3
186	CA13_186	Hippocampal CA1-3	NEUR	VGLUT1	CBLN CCK CHGA CHGB NAMPT NTS NUCB SCG UBL UCN VGF proSAAS		N/A	Hippocampus: 98.7%, Cerebral cortex: 1.1%, Amygdala: 0.2%	Human CA1R-CA2R-CA3R: 20.3%, Human CA1-2R: 19.7%, Human CA2U-CA3U: 17.8%	AC092661.1, NTS, AC023781.1, ABCA13, AC116345.1, POSTN, ITGA4, AL161629.1, CASC6, ESRRAP2	6000	0.035499535	52627.97917	0.741016292	0.001996415	2409	1382	2141	68	0.4015	4
187	CA13_187	Hippocampal CA1-3	NEUR	VGLUT1	CBLN CCK CHGA CHGB NAMPT NTS NUCB SCG UBL UCN VGF proSAAS		N/A	Hippocampus: 92.4%, Amygdala: 6.4%, Cerebral cortex: 1.1%	Human CA1: 35.2%, Human CA1U-CA2U-CA3U: 17.6%, Human CA2U-CA3U: 13.3%	FNDC1, LINC00589, GABRQ, AC023781.1, AL356417.2, ITGA4, AC007877.1, ABCA13, AC010230.1, FEZF2	5797	0.039083086	55958.26962	0.745506101	0.002549403	1733	892	3108	64	0.536139382	4
188	CA13_188	Hippocampal CA1-3	NEUR	VGLUT1	CBLN CCK NTS NUCB NXPH SCG proSAAS		N/A	Hippocampus: 98.4%, Cerebral cortex: 1.2%, Amygdala: 0.3%	Human CA1U-CA2U-CA3U: 31.4%, Human Sub: 31.1%, Human CA1: 29.6%	NTS, AC023781.1, CTXND1, AC004160.1, LINC02153, AC010230.1, FNDC1, ABCA13, COL24A1, AC092661.1	1458	0.02378029	8062.784636	0.710717685	0.004543963	697	294	456	11	0.478052126	4
189	CA13_189	Hippocampal CA1-3	NEUR	VGLUT1	CART CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS		N/A	Hippocampus: 73.4%, Amygdala: 24.4%, Hypothalamus: 0.9%	Human CA1: 38.1%, Human CA1U-CA2U-CA3U: 30.7%, Human CMN: 24.4%	ERG, AQP3, FZD7, AC068985.1, PTGFR, CCN1, CTXND1, CD24, LATS2, LINC00683	349	0.079799427	61392.69628	0.740778155	0.006557086	94	33	220	2	0.630372493	4
190	CA4_190	Hippocampal CA4	NEUR	VGLUT1	CALCB CART CBLN CCK CHGA CHGB GNRH GRP NAMPT NPPC NUCB PYY SCG UBL UCN VGF proSAAS		N/A	Hippocampus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%	Human CA3R: 68.8%, Human DGR-CA4Rpy: 17.3%, Human DGU-CA4Upy: 4.5%	AC019127.1, USH1C, LINC02720, AP006295.1, LATS2, AP001978.1, MLPH, HGF, HLX-AS1, WNK4	336	0.038612589	66608.27976	0.769948623	0.002363789	45	40	251	0	0.74702381	3
191	CA4_191	Hippocampal CA4	NEUR	VGLUT1	CART CBLN CCK CHGA CHGB GRP NAMPT NTS NUCB SCG UBL VGF proSAAS		N/A	Hippocampus: 98.1%, Cerebral cortex: 1.6%, Midbrain: 0.2%	Human CA4C-DGC: 41.8%, Human CA3R: 41.8%, Human CA1C-CA3C: 8.8%	AC021594.2, LINC02237, ITGA4, OR7E14P, LATS2, COL6A3, AC068985.1, AL450311.1, KCNG2, PTGFR	486	0.039383154	41595.04733	0.709723037	0.003315716	181	48	254	3	0.522633745	4
192	CA4_192	Hippocampal CA4	NEUR	VGLUT1	CART CBLN CHGA CHGB NAMPT NUCB NXPH PDYN UBL VGF proSAAS		N/A	Hippocampus: 99.6%, Cerebral cortex: 0.4%, Amygdala: 0.0%	Human CA4C-DGC: 79.6%, Human CA1C-CA3C: 9.2%, Human DGR-CA4Rpy: 3.8%	MORC1, HLX-AS1, AL450311.1, GHSR, C16orf74, SCGN, LINC02237, AC011754.1, LINC00210, GUCA1C	1635	0.03143874	40261.9052	0.659346525	0.001496527	933	227	475	0	0.570642202	3
193	CA4_193	Hippocampal CA4	NEUR	VGLUT1	CART CBLN CCK CHGA CHGB NAMPT NUCB UBL VGF proSAAS		N/A	Hippocampus: 98.3%, Amygdala: 0.9%, Cerebral cortex: 0.5%	Human CA4C-DGC: 76.9%, Human CA1C-CA3C: 12.5%, Human DGR-CA4Rpy: 4.3%	SCGN, MORC1, LINC02237, AL450311.1, ITGA4, C16orf74, HLX-AS1, GUCA1C, TSPAN18, AC127526.2	1343	0.028589851	35697.99181	0.678247919	0.002922786	868	190	285	0	0.646314222	3
194	CA4_194	Hippocampal CA4	NEUR	VGLUT1	CART CBLN CCK CHGA CHGB IGF NAMPT NUCB UBL VGF proSAAS		N/A	Hippocampus: 99.8%, Cerebral cortex: 0.2%, Amygdala: 0.0%	Human CA4C-DGC: 90.0%, Human DGR-CA4Rpy: 8.0%, Human CA3R: 1.5%	SCGN, MORC1, AL450311.1, LINC02237, ITGA4, CASC6, ZBTB20-AS2, AC127526.1, ZBTB20-AS1, LINC02192	551	0.022384446	30225.1216	0.626896712	0.003709926	452	47	52	0	0.820326679	3
195	CA4_195	Hippocampal CA4	NEUR	VGLUT1	CART CBLN CCK CHGA CHGB IGF NAMPT NUCB UBL VGF proSAAS		N/A	Hippocampus: 99.4%, Thalamus: 0.5%, Cerebral cortex: 0.1%	Human CA4C-DGC: 87.2%, Human CA3R: 4.8%, Human CA1C-CA3C: 4.7%	SCGN, MORC1, ITGA4, AC127526.2, ABCA13, AC127526.1, LINC02237, AL450311.1, AC021594.2, CASC6	2159	0.016550215	24040.34831	0.689688252	0.004289301	1238	653	268	0	0.573413617	3
196	CA4_196	Hippocampal CA4	NEUR	VGLUT1	ADCYAP CART CBLN CCK CHGA CHGB IGF NAMPT NUCB PYY UBL VGF proSAAS		N/A	Hippocampus: 99.9%, Midbrain: 0.1%, Cerebral cortex: 0.0%	Human CA4C-DGC: 55.3%, Human DGR-CA4Rpy: 39.4%, Human DGR-CA4: 3.0%	MORC1, ABCA13, LINC02196, GUCA1C, ITGA4, LATS2, TSPAN18, MYPN, AC021594.2, AC127526.2	1360	0.018846544	46797.78382	0.767986868	0.006883164	571	379	410	0	0.419852941	3
197	CA4_197	Hippocampal CA4	NEUR	VGLUT1	CART CBLN CCK CHGA CHGB IGF NAMPT NUCB PYY UBL VGF proSAAS		N/A	Hippocampus: 99.7%, Midbrain: 0.3%, Cerebral cortex: 0.0%	Human DGR-CA4Rpy: 50.3%, Human CA3R: 19.4%, Human DGU-CA4Upy: 14.3%	MORC1, LINC02196, GUCA1C, ABCA13, LATS2, TSPAN18, HLX-AS1, WNK4, AC019127.1, MYPN	2367	0.029259061	64295.56316	0.76955957	0.005608678	911	679	777	0	0.38487537	3
198	CA4_198	Hippocampal CA4	NEUR	VGLUT1 VGLUT2	ADCYAP CART CBLN CCK CHGA CHGB IGF NAMPT NUCB PYY SCG UBL UCN VGF proSAAS		N/A	Hippocampus: 89.9%, Midbrain: 10.1%, Cerebral cortex: 0.0%	Human CA4C-DGC: 45.1%, Human DGR-CA4Rpy: 21.8%, Human DGR-CA4: 15.3%	MORC1, IGF2BP2, KREMEN2, ARL6IP1P3, AC006487.1, AP001978.1, LINC02720, AC021594.2, ABCA13, AC019127.1	417	0.096300511	36892.64269	0.731879731	0.009570883	175	101	141	0	0.419664269	3
199	DG_199	Hippocampal dentate gyrus	NEUR	VGLUT1	CART CBLN CCK CHGA CHGB GRP NAMPT NTS NUCB PDYN SCG UBL proSAAS	DG-GRAN	N/A	Hippocampus: 96.8%, Thalamus: 3.2%, Cerebral cortex: 0.0%	Human CA4C-DGC: 50.3%, Human DGR-CA4Rpy: 22.4%, Human CA1R-CA2R-CA3R: 16.8%	AJ006995.1, LINC01697, AC112721.2, CR382285.1, POSTN, CHRNA1, AQP9, LINC01338, TARID, LINC02237	1365	0.04082388	17845.65861	0.671094307	0.005787946	736	559	70	0	0.539194139	3
200	DG_200	Hippocampal dentate gyrus	NEUR	VGLUT1	CBLN CHGB GRP NAMPT NUCB PDYN proSAAS	DG-GRAN	N/A	Hippocampus: 99.4%, Thalamus: 0.5%, Midbrain: 0.1%	Human CA4C-DGC: 59.1%, Human DGR-CA4Rpy: 18.1%, Human DGU-CA4Upy: 11.3%	LINC01697, AC097487.1, AJ006995.1, CHRNA1, TARID, AC097528.1, AC079793.1, NTF3, MCOLN3, COL6A3	23293	0.033016139	17663.11287	0.759617511	0.003639626	8807	6908	7574	4	0.378096424	4
201	DG_201	Hippocampal dentate gyrus	NEUR	VGLUT1	CBLN CHGB GRP IGF NAMPT NUCB PDYN UBL proSAAS	DG-GRAN	N/A	Hippocampus: 99.9%, Midbrain: 0.1%, Thalamus: 0.0%	Human DGU-CA4Upy: 34.3%, Human DGR-CA4: 34.3%, Human DGR-CA4Rpy: 14.6%	AC097487.1, AC097528.1, COL6A3, NTF3, LINC01697, ANKRD20A19P, AL672167.1, LINC01324, AC092110.1, AL445985.1	18996	0.036672984	25758.20167	0.787421676	0.004879864	8730	1582	8684	0	0.459570436	3
202	DG_202	Hippocampal dentate gyrus	NEUR	VGLUT1	CBLN CHGB GRP NAMPT NUCB UBL proSAAS	DG-GRAN	N/A	Hippocampus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%	Human DGR-CA4Rpy: 87.7%, Human CA1R-CA2R-CA3R: 12.3%	TTR, FOLR1, LINC01697, AC097528.1, AC097487.1, AL672167.1, NTF3, AL591518.1, TARID, AJ006995.1	398	0.031105528	12568.77136	0.761597704	0.015336686	0	398	0	0	1	1
203	DG_203	Hippocampal dentate gyrus	NEUR	VGLUT1	CBLN CCK CHGB GRP NAMPT NUCB SCG UBL proSAAS	DG-GRAN	N/A	Hippocampus: 98.3%, Midbrain: 1.4%, Cerebral cortex: 0.2%	Human DGU-CA4Upy: 42.8%, Human DGR-CA4: 13.9%, Human DGR-CA4Rpy: 13.6%	AC097528.1, LINC02248, AC097487.1, AC092110.1, AC079772.1, AC009878.2, COL6A3, AL445985.1, GRP, AL161629.1	8378	0.02998415	22338.40308	0.750678884	0.003157119	4364	2424	1576	14	0.52088804	4
204	DG_204	Hippocampal dentate gyrus	NEUR	VGLUT1	CBLN CCK CHGB GRP NAMPT NUCB SCG UBL proSAAS	DG-GRAN	N/A	Hippocampus: 98.3%, Thalamus: 1.7%, Cerebral cortex: 0.0%	Human DGR-CA4Rpy: 39.0%, Human CA1R-CA2R-CA3R: 32.3%, Human CA4C-DGC: 22.8%	TTR, LINC02030, LINC01697, LINC02237, AJ006995.1, CHRNA1, AC097487.1, AC097528.1, AC021088.1, CASC6	9290	0.025296283	12000.08644	0.653818008	0.006352856	2325	6715	250	0	0.722820237	3
205	DG_205	Hippocampal dentate gyrus	NEUR	VGLUT1	CBLN CCK CHGB GRP NAMPT NUCB SCG UBL proSAAS	DG-GRAN	N/A	Hippocampus: 96.5%, Midbrain: 3.4%, Thalamus: 0.0%	Human DGU-CA4Upy: 74.0%, Human CA1U-CA2U-CA3U: 17.4%, Human SN: 3.4%	AC097528.1, AC097487.1, LINC01697, AJ006995.1, AC079772.1, LINC02237, LINC02030, GRP, AC021088.1, LINC01324	5813	0.026180391	15045.19405	0.701811312	0.002537251	1259	4316	238	0	0.742473766	3
206	MSN_206	Medium spiny neuron	NEUR		CCK CHGB NUCB PDYN SCG TAC UBL UCN VGF proSAAS		N/A	Hippocampus: 97.1%, Thalamus: 2.3%, Cerebral cortex: 0.6%	Human CA4C-DGC: 96.5%, Human Pul: 1.7%, Human LG: 0.6%	LINC02137, AC015631.1, GLI3, PLEK, AP003121.1, LINC02462, RGS9, MME, PTPN7, AL445584.2	172	0.016976744	20089.56395	0.74304413	0.00573311	170	2	0	0	0.988372093	2
207	MSN_207	Medium spiny neuron	NEUR	GABA	CHGB NAMPT NUCB PENK SCG TAC UBL UCN VGF proSAAS	MSN-D2	N/A	Basal forebrain: 92.9%, Thalamus: 4.1%, Amygdala: 1.9%	Human Pu: 54.1%, Human CaB: 28.2%, Human GPe: 5.8%	GPR6, AL139379.1, DRD2, AC073325.1, ADORA2A, LINC02137, PENK, GPR88, AL450332.1, LPL	20569	0.027613968	26586.67159	0.723577556	0.005104618	6985	6404	7180	0	0.349068987	3
208	MSN_208	Medium spiny neuron	NEUR	GABA	CHGB NAMPT NUCB PENK SCG TAC UBL UCN VGF proSAAS	MSN-D2	N/A	Basal forebrain: 89.6%, Amygdala: 5.6%, Cerebral cortex: 3.5%	Human CaB: 31.1%, Human NAC: 28.8%, Human GPe: 12.5%	PENK, GPR6, ADORA2A, DRD2, LINC02137, AC004551.1, SMOC2, AC107208.1, LPL, EYA1	13170	0.025434427	28652.51162	0.720977979	0.005506469	4513	4765	3892	0	0.361807137	3
209	MSN_209	Medium spiny neuron	NEUR	GABA	CHGB NAMPT NUCB PDYN PENK SCG TAC UBL UCN VGF proSAAS	MSN-D1	N/A	Basal forebrain: 96.3%, Thalamus: 2.9%, Amygdala: 0.6%	Human CaB: 77.9%, Human Pu: 8.2%, Human NAC: 5.1%	AL450332.1, AL139379.1, LINC02137, AC004551.1, AC015631.1, LINC02462, AL445584.2, LPL, PLEK, CA12	11410	0.033155591	32444.17634	0.721735647	0.005887669	3849	3816	3745	0	0.33733567	3
210	MSN_210	Medium spiny neuron	NEUR	GABA	CHGB NAMPT NUCB PENK SCG TAC UBL UCN VGF proSAAS	MSN-D1	N/A	Basal forebrain: 97.9%, Thalamus: 1.9%, Hippocampus: 0.2%	Human Pu: 80.1%, Human CaB: 12.7%, Human GPe: 4.5%	LINC02137, AL445584.2, AL450332.1, DDIT4L, PTPN7, LPL, AC092979.1, MME, PLEK, SLC25A24P1	10299	0.031642177	29569.87746	0.731589014	0.004437782	2998	3308	3993	0	0.387707544	3
211	MSN_211	Medium spiny neuron	NEUR	GABA	CHGB NAMPT NUCB PDYN PENK SCG TAC UBL UCN VGF proSAAS	MSN-D1	N/A	Basal forebrain: 85.7%, Amygdala: 6.3%, Cerebral cortex: 4.2%	Human CaB: 26.7%, Human NAC: 18.8%, Human Pu: 17.8%	AL445584.2, AL450332.1, LINC02137, TH, CA12, AC138646.1, PDYN, AC107208.1, AL139379.1, MME	9093	0.03025003	30213.50621	0.728273598	0.004776795	2484	3640	2969	0	0.400307929	3
212	MSN_212	Medium spiny neuron	NEUR	GABA	CHGB NAMPT NUCB PENK SCG TAC UBL UCN VGF proSAAS	MSN-D2	N/A	Basal forebrain: 90.4%, Cerebral cortex: 3.6%, Amygdala: 3.6%	Human CaB: 25.4%, Human Pu: 22.3%, Human NAC: 18.4%	PENK, AL139379.1, GPR6, DRD2, AL450332.1, ADORA2A, AC107208.1, GPR88, AC092979.1, LINC02137	6867	0.030221854	28319.32809	0.724593934	0.004656523	2053	2422	2392	0	0.352701325	3
213	MSN_213	Medium spiny neuron	NEUR	GABA	CBLN CHGB NAMPT NUCB PENK SCG UBL UCN VGF proSAAS	MSN-D2	N/A	Basal forebrain: 75.5%, Cerebral cortex: 12.2%, Amygdala: 9.4%	Human SI: 30.9%, Human NAC: 26.6%, Human GPe: 14.4%	PENK, AC008786.1, GPR6, DRD3, DRD2, P2RY1, SCIN, AC092604.1, ENTHD1, AL020994.2	13450	0.025054734	24934.53442	0.736914668	0.004374918	3803	5110	4537	0	0.379925651	3
214	MSN_214	Medium spiny neuron	NEUR	GABA	CBLN CCK CHGB NAMPT NUCB PDYN PENK SCG TAC UBL UCN VGF proSAAS	MSN-D1	N/A	Basal forebrain: 61.9%, Amygdala: 15.7%, Cerebral cortex: 13.3%	Human SI: 37.9%, Human NAC: 15.7%, Human BNST: 14.8%	DRD3, AC010478.1, PDYN, AL020994.2, GPR101, AL359220.1, AC092604.1, MYO3A, DRD1, C6orf141	14016	0.032771697	24653.14676	0.74941152	0.006404952	4120	4690	5206	0	0.371432648	3
